,SO2,CO,O3,NO2,PM10,PM25,time,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),운형(운형약어)_AcCc,운형(운형약어)_AcCcCi,운형(운형약어)_AcCi,운형(운형약어)_AcCs,운형(운형약어)_As,운형(운형약어)_CbCu,운형(운형약어)_CbSc,운형(운형약어)_CbScAs,운형(운형약어)_CbScCs,운형(운형약어)_CbScNs,운형(운형약어)_CbStNs,운형(운형약어)_Cc,운형(운형약어)_CcCi,운형(운형약어)_Ci,운형(운형약어)_Cs,운형(운형약어)_CsCi,운형(운형약어)_Cu,운형(운형약어)_CuAc,운형(운형약어)_CuAcCc,운형(운형약어)_CuAs,운형(운형약어)_CuCcCi,운형(운형약어)_CuCi,운형(운형약어)_CuSc,운형(운형약어)_CuScAc,운형(운형약어)_CuScAcCi,운형(운형약어)_CuScAs,운형(운형약어)_CuScCc,운형(운형약어)_CuScCcCi,운형(운형약어)_CuScCi,운형(운형약어)_CuScCs,운형(운형약어)_CuScNs,운형(운형약어)_NoCloud,운형(운형약어)_Sc,운형(운형약어)_ScAc,운형(운형약어)_ScAcCi,운형(운형약어)_ScAcCs,운형(운형약어)_ScAs,운형(운형약어)_ScAsCi,운형(운형약어)_ScCc,운형(운형약어)_ScCcCi,운형(운형약어)_ScCi,운형(운형약어)_ScCs,운형(운형약어)_St,운형(운형약어)_StAs,운형(운형약어)_StAsCi,운형(운형약어)_StNs
55,0.003,0.4,0.018,0.021,44.0,12.0,2021-01-03 08:00:00,-8.7,0.0,0.9,230.0,58,1.8,-15.4,1023.7,1035.1,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-8.2,-1.9,-1.7,-0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.004,0.4,0.027,0.014,39.0,12.0,2021-01-03 09:00:00,-7.6,0.0,1.8,250.0,57,2.0,-14.6,1024.1,1035.4,0.8,0.28,0.0,0.0,0,200.0,2000,0.0,-6.9,-1.9,-1.7,-0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.003,0.4,0.032,0.009,36.0,12.0,2021-01-03 10:00:00,-5.7,0.0,2.6,290.0,46,1.8,-15.5,1024.0,1035.2,1.0,0.86,0.0,0.0,0,200.0,2000,0.0,-4.1,-1.6,-1.7,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.003,0.3,0.035,0.008,22.0,9.0,2021-01-03 11:00:00,-4.2,0.0,1.9,270.0,39,1.7,-16.1,1023.6,1034.8,1.0,1.45,0.0,0.0,0,200.0,2000,0.0,-0.5,-1.3,-1.5,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.003,0.4,0.032,0.011,24.0,12.0,2021-01-03 12:00:00,-3.1,0.0,2.9,270.0,33,1.6,-17.1,1023.2,1034.3,1.0,1.78,0.0,7.0,7,10.0,2000,0.0,1.6,-0.9,-1.3,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.003,0.4,0.033,0.01,26.0,12.0,2021-01-03 13:00:00,-2.4,0.0,3.1,290.0,30,1.5,-17.6,1022.9,1034.0,0.9,1.62,0.0,7.0,7,11.0,2000,0.0,1.1,-0.6,-1.1,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.003,0.4,0.033,0.01,27.0,11.0,2021-01-03 14:00:00,-2.3,0.0,3.6,290.0,30,1.6,-17.5,1022.7,1033.8,0.3,1.21,0.0,8.0,2,12.0,2000,0.0,1.6,-0.3,-0.9,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,0.003,0.4,0.031,0.012,28.0,13.0,2021-01-03 15:00:00,-2.4,0.0,3.7,290.0,33,1.7,-16.5,1022.2,1033.3,0.2,0.76,0.0,8.0,0,200.0,2000,0.0,0.0,-0.2,-0.8,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.004,0.5,0.028,0.016,29.0,14.0,2021-01-03 16:00:00,-2.3,0.0,2.5,270.0,35,1.8,-15.7,1022.1,1033.2,0.0,0.48,0.0,9.0,0,200.0,2000,0.0,-0.5,-0.1,-0.7,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.004,0.5,0.025,0.018,32.0,17.0,2021-01-03 17:00:00,-2.6,0.0,1.9,270.0,36,1.8,-15.6,1022.2,1033.3,0.3,0.33,0.0,6.0,0,200.0,2000,0.0,-0.8,-0.1,-0.7,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.003,0.5,0.021,0.022,38.0,18.0,2021-01-03 18:00:00,-3.6,0.0,2.1,270.0,40,1.9,-15.2,1022.2,1033.3,0.0,0.03,0.0,5.0,0,200.0,2000,0.0,-2.3,-0.1,-0.7,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.003,0.5,0.018,0.025,34.0,17.0,2021-01-03 19:00:00,-4.4,0.0,1.1,200.0,41,1.8,-15.7,1022.4,1033.6,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-3.5,-0.3,-0.7,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.003,0.6,0.013,0.03,36.0,18.0,2021-01-03 20:00:00,-4.9,0.0,1.4,290.0,43,1.8,-15.5,1023.0,1034.2,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-4.6,-0.5,-0.8,-0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.003,0.7,0.006,0.038,34.0,18.0,2021-01-03 21:00:00,-5.3,0.0,0.7,270.0,45,1.9,-15.3,1023.3,1034.5,0.0,0.0,0.0,3.0,3,13.0,2000,0.0,-5.4,-0.7,-1.0,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.003,0.6,0.013,0.028,36.0,19.0,2021-01-03 22:00:00,-5.9,0.0,1.1,290.0,50,2.0,-14.6,1023.1,1034.3,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-6.1,-0.9,-1.1,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0.004,0.6,0.005,0.038,33.0,18.0,2021-01-03 23:00:00,-5.3,0.0,3.2,340.0,44,1.8,-15.6,1022.8,1034.0,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-6.4,-1.1,-1.2,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.003,0.6,0.011,0.031,36.0,18.0,2021-01-04 00:00:00,-6.2,0.0,0.5,290.0,48,1.8,-15.4,1023.1,1034.3,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-7.0,-1.2,-1.3,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0.003,0.6,0.008,0.034,32.0,18.0,2021-01-04 01:00:00,-6.5,0.0,1.3,340.0,49,1.8,-15.4,1023.2,1034.4,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-7.3,-1.4,-1.4,-0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.003,0.7,0.006,0.037,31.0,19.0,2021-01-04 02:00:00,-7.0,0.0,0.5,250.0,51,1.8,-15.4,1023.3,1034.6,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-7.6,-1.5,-1.5,-0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.003,0.7,0.004,0.04,33.0,19.0,2021-01-04 03:00:00,-7.1,0.0,0.9,290.0,54,1.9,-14.8,1023.2,1034.5,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-7.8,-1.7,-1.6,-0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.003,0.7,0.01,0.033,38.0,21.0,2021-01-04 04:00:00,-7.4,0.0,1.3,20.0,56,2.0,-14.6,1023.0,1034.3,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-7.9,-1.8,-1.7,-0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.004,0.7,0.01,0.033,36.0,21.0,2021-01-04 05:00:00,-8.1,0.0,1.7,50.0,52,1.7,-16.2,1023.0,1034.3,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-8.1,-1.9,-1.8,-0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.003,0.7,0.003,0.04,38.0,22.0,2021-01-04 06:00:00,-8.1,0.0,2.2,70.0,47,1.6,-17.4,1022.3,1033.6,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-8.0,-2.0,-1.9,-0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.003,0.8,0.002,0.045,37.0,22.0,2021-01-04 07:00:00,-8.3,0.0,2.4,50.0,51,1.7,-16.6,1022.2,1033.5,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-8.0,-2.0,-1.9,-0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.003,0.9,0.003,0.047,40.0,21.0,2021-01-04 08:00:00,-8.1,0.0,2.3,50.0,48,1.6,-17.2,1022.5,1033.8,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-7.8,-2.1,-2.0,-0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.004,0.9,0.005,0.044,44.0,24.0,2021-01-04 09:00:00,-7.6,0.0,2.5,50.0,48,1.7,-16.7,1022.6,1033.9,0.3,0.2,0.0,4.0,4,10.0,2000,0.0,-6.1,-2.1,-2.0,-0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.003,0.9,0.008,0.042,46.0,27.0,2021-01-04 10:00:00,-5.6,0.0,1.3,50.0,43,1.7,-16.2,1022.9,1034.1,0.8,0.56,0.0,0.0,0,200.0,2000,0.0,-3.3,-1.8,-1.9,-0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.004,0.7,0.014,0.035,48.0,27.0,2021-01-04 11:00:00,-3.0,0.0,2.4,50.0,40,2.0,-14.7,1022.4,1033.5,1.0,1.17,0.0,2.0,2,16.0,2000,0.0,-0.2,-1.4,-1.7,-0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.004,0.6,0.02,0.025,35.0,20.0,2021-01-04 12:00:00,-1.5,0.0,2.4,50.0,40,2.2,-13.3,1021.2,1032.2,1.0,1.59,0.0,0.0,0,200.0,2000,0.0,2.1,-1.0,-1.5,-0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.003,0.6,0.019,0.025,39.0,22.0,2021-01-04 13:00:00,-0.6,0.0,1.9,90.0,41,2.4,-12.2,1020.0,1031.0,1.0,1.67,0.0,0.0,0,200.0,2000,0.0,3.5,-0.6,-1.2,-0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.004,0.6,0.017,0.028,44.0,24.0,2021-01-04 14:00:00,-0.4,0.0,1.6,50.0,40,2.4,-12.3,1019.2,1030.1,0.4,1.05,0.0,6.0,6,16.0,2000,0.0,2.5,-0.4,-1.1,-0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.004,0.6,0.014,0.031,46.0,25.0,2021-01-04 15:00:00,0.0,0.0,1.6,360.0,40,2.4,-12.0,1019.2,1030.1,0.0,0.58,0.0,9.0,9,14.0,2000,0.0,1.4,-0.2,-0.9,-0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.002,0.6,0.012,0.035,44.0,29.0,2021-01-04 16:00:00,0.2,0.0,1.3,200.0,42,2.6,-11.2,1018.9,1029.8,0.1,0.39,0.0,9.0,9,14.0,2000,0.0,0.5,-0.1,-0.8,-0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.003,0.7,0.007,0.043,43.0,23.0,2021-01-04 17:00:00,-0.3,0.0,1.2,270.0,51,3.0,-9.2,1018.5,1029.4,0.0,0.2,0.0,8.0,8,13.0,2000,0.0,-0.2,0.0,-0.7,-0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.004,0.7,0.003,0.051,40.0,25.0,2021-01-04 18:00:00,-0.9,0.0,1.0,50.0,52,3.0,-9.5,1018.1,1029.1,0.0,0.03,0.0,7.0,7,11.0,2000,0.0,-0.7,0.0,-0.7,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.004,0.7,0.002,0.048,40.0,22.0,2021-01-04 19:00:00,-0.9,0.0,1.8,70.0,49,2.8,-10.2,1017.8,1028.8,0.0,0.0,0.0,10.0,9,10.0,2000,0.0,-0.8,0.0,-0.6,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.004,0.6,0.002,0.046,46.0,26.0,2021-01-04 20:00:00,-0.7,0.0,0.7,200.0,51,3.0,-9.6,1017.8,1028.7,0.0,0.0,0.0,10.0,9,9.0,2000,0.0,-0.9,0.0,-0.6,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.004,0.7,0.002,0.049,48.0,28.0,2021-01-04 21:00:00,-0.5,0.0,2.3,90.0,57,3.4,-7.9,1017.4,1028.3,0.0,0.0,0.0,9.0,9,9.0,2000,0.0,-0.9,0.0,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.004,0.7,0.002,0.048,49.0,28.0,2021-01-04 22:00:00,-0.6,0.0,2.6,320.0,54,3.2,-8.7,1017.8,1028.7,0.0,0.0,0.0,9.0,9,9.0,2000,5.0,-1.0,0.0,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.004,0.6,0.008,0.035,46.0,27.0,2021-01-04 23:00:00,-1.3,0.0,1.0,50.0,69,3.8,-6.2,1018.0,1029.0,0.0,0.0,0.0,9.0,9,9.0,1361,5.0,-1.2,0.0,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.003,0.5,0.016,0.023,47.0,25.0,2021-01-05 00:00:00,-2.1,0.0,2.4,50.0,73,3.8,-6.2,1018.1,1029.1,0.0,0.0,0.0,9.0,9,200.0,1438,5.0,-1.5,0.0,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.002,0.5,0.013,0.026,39.0,24.0,2021-01-05 01:00:00,-2.5,0.0,0.5,110.0,75,3.8,-6.3,1018.3,1029.3,0.0,0.0,0.0,9.0,9,9.0,1645,5.0,-1.6,0.0,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.002,0.6,0.007,0.032,45.0,29.0,2021-01-05 02:00:00,-2.5,0.0,1.4,340.0,77,3.9,-5.9,1018.3,1029.3,0.0,0.0,0.0,9.0,9,9.0,1759,5.0,-1.7,-0.1,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0.003,0.6,0.013,0.026,43.0,28.0,2021-01-05 03:00:00,-2.5,0.0,1.0,250.0,76,3.9,-6.1,1017.9,1028.9,0.0,0.0,0.0,9.0,9,12.0,1642,5.0,-2.1,-0.1,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.003,0.6,0.022,0.015,44.0,29.0,2021-01-05 04:00:00,-2.7,0.0,2.2,290.0,78,3.9,-6.0,1018.0,1029.0,0.0,0.0,0.0,9.0,9,12.0,1564,5.0,-2.5,-0.1,-0.6,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.002,0.5,0.023,0.015,38.0,25.0,2021-01-05 05:00:00,-3.9,0.0,2.7,320.0,82,3.8,-6.5,1018.2,1029.3,0.0,0.0,0.0,4.0,4,11.0,1530,5.0,-3.7,-0.2,-0.7,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0.004,0.4,0.024,0.014,34.0,20.0,2021-01-05 06:00:00,-4.2,0.0,3.7,320.0,80,3.6,-7.1,1018.6,1029.7,0.0,0.0,0.0,8.0,8,14.0,1953,5.0,-3.4,-0.3,-0.7,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.003,0.4,0.023,0.016,28.0,17.0,2021-01-05 07:00:00,-4.8,0.0,2.5,290.0,77,3.3,-8.2,1019.7,1030.8,0.0,0.0,0.0,3.0,3,16.0,2000,5.0,-4.3,-0.4,-0.8,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.004,0.5,0.019,0.021,30.0,17.0,2021-01-05 08:00:00,-5.6,0.0,3.1,270.0,75,3.0,-9.3,1020.8,1032.0,0.0,0.01,0.0,3.0,3,7.0,2000,0.0,-4.9,-0.5,-0.9,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.004,0.5,0.02,0.021,36.0,19.0,2021-01-05 09:00:00,-5.8,0.0,3.3,320.0,67,2.7,-10.9,1021.4,1032.6,0.8,0.28,0.0,0.0,0,200.0,2000,0.0,-4.6,-0.7,-0.9,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.003,0.4,0.028,0.016,35.0,22.0,2021-01-05 10:00:00,-5.2,0.0,3.9,290.0,46,1.9,-15.0,1021.6,1032.8,1.0,0.82,0.0,0.0,0,200.0,2000,0.0,-3.2,-0.7,-1.0,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.003,0.4,0.029666666666666668,0.014666666666666666,33.333333333333336,18.666666666666668,2021-01-05 11:00:00,-4.6,0.0,4.4,290.0,36,1.6,-17.4,1021.7,1032.9,1.0,1.45,0.0,2.0,0,200.0,2000,0.0,-0.3,-0.7,-1.0,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.003,0.4,0.03133333333333334,0.013333333333333334,31.666666666666668,15.333333333333332,2021-01-05 12:00:00,-4.6,0.0,4.4,290.0,33,1.4,-18.4,1020.8,1031.9,1.0,1.82,0.0,1.0,0,200.0,2000,0.0,2.5,-0.6,-1.0,-0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0.003,0.4,0.033,0.012,30.0,12.0,2021-01-05 13:00:00,-4.1,0.0,4.8,290.0,34,1.5,-17.6,1019.7,1030.8,1.0,1.98,0.0,1.0,0,200.0,2000,0.0,3.3,-0.5,-1.0,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.003,0.4,0.031,0.016,25.0,12.0,2021-01-05 14:00:00,-4.2,0.0,4.3,290.0,33,1.5,-18.1,1018.8,1029.9,0.9,1.69,0.0,2.0,0,200.0,2000,0.0,2.7,-0.4,-0.9,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0.003,0.4,0.032,0.015,23.0,9.0,2021-01-05 15:00:00,-3.8,0.0,4.2,250.0,35,1.6,-17.0,1018.7,1029.8,0.7,0.74,0.0,3.0,0,200.0,2000,0.0,0.7,-0.3,-0.8,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.003,0.4,0.031,0.015,25.0,9.0,2021-01-05 16:00:00,-3.6,0.0,3.3,290.0,33,1.6,-17.5,1018.4,1029.5,1.0,1.15,0.0,0.0,0,200.0,2000,0.0,-0.7,-0.3,-0.8,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0.002,0.4,0.029,0.018,22.0,10.0,2021-01-05 17:00:00,-4.5,0.0,3.6,270.0,31,1.4,-19.1,1018.1,1029.2,1.0,0.48,0.0,0.0,0,200.0,2000,0.0,-2.4,-0.3,-0.8,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.002,0.4,0.025,0.021,19.0,6.0,2021-01-05 18:00:00,-5.7,0.0,2.8,320.0,34,1.4,-19.0,1018.4,1029.6,0.2,0.04,0.0,0.0,0,200.0,2000,0.0,-4.1,-0.5,-0.9,-0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
